DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
type 2 diabetes (T2D),Bacteroides vulgatus,"Elevated circulating concentrations of the BCAAs leucine, isoleucine and valine are a strong biomarker for insulin resistance and an increased risk of T2D138. In individuals with normoglycaemia who are insulin resistant, the gut microbiome has an increased potential to synthesize BCAAs, which is largely driven by an increased abundance of Prevotella copri and Bacteroides vulgatus, but a reduced potential for microbial BCAA uptake and BCAA catabolism primarily driven by Butyrivibrio crossotus and Eubacterium siraeum14. These findings, supported by experiments in mice, suggest that the gut microbiome may contribute to increased plasma BCAA concentrations and insulin resistance under conditions of unhealthy dieting138.",What is the relationship between type 2 diabetes (T2D) and Bacteroides vulgatus?,NA
type 2 diabetes (T2D),Butyrivibrio crossotus,"Elevated circulating concentrations of the BCAAs leucine, isoleucine and valine are a strong biomarker for insulin resistance and an increased risk of T2D138. In individuals with normoglycaemia who are insulin resistant, the gut microbiome has an increased potential to synthesize BCAAs, which is largely driven by an increased abundance of Prevotella copri and Bacteroides vulgatus, but a reduced potential for microbial BCAA uptake and BCAA catabolism primarily driven by Butyrivibrio crossotus and Eubacterium siraeum14. These findings, supported by experiments in mice, suggest that the gut microbiome may contribute to increased plasma BCAA concentrations and insulin resistance under conditions of unhealthy dieting138.",What is the relationship between type 2 diabetes (T2D) and Butyrivibrio crossotus?,NA
type 2 diabetes (T2D),Eubacterium siraeum,"Elevated circulating concentrations of the BCAAs leucine, isoleucine and valine are a strong biomarker for insulin resistance and an increased risk of T2D138. In individuals with normoglycaemia who are insulin resistant, the gut microbiome has an increased potential to synthesize BCAAs, which is largely driven by an increased abundance of Prevotella copri and Bacteroides vulgatus, but a reduced potential for microbial BCAA uptake and BCAA catabolism primarily driven by Butyrivibrio crossotus and Eubacterium siraeum14. These findings, supported by experiments in mice, suggest that the gut microbiome may contribute to increased plasma BCAA concentrations and insulin resistance under conditions of unhealthy dieting138.",What is the relationship between type 2 diabetes (T2D) and Eubacterium siraeum?,NA
psoriasis (PS),Paraprevotella,"Analysing the genus level, the gut microbiota composition in psoriatic patients also showed many alterations. The number of Bacteroides was increased in 1 study [19] and decreased in 3/11 studies [18,20,24]. In addition, a decrease in the abundance of Paraprevotella genus was observed in 3/11 studies [20,22,24], as well as Parabacteroides genus [14,20,23]. The abundance of Faecalibacterium genus was increased in 3/11 studies [18,22,24] and decreased in 1 study [20]. Bifidobacterium genus showed an increase in 2/11 studies [20,22] and a decrease in 1 study [14]. 3/11 studies reported an increase in Blautia genus in psoriatic patients [20,22,24], while 2/11 studies indicated an increase in Ruminococcus and Colinsella genus [20,22]. ",What is the relationship between psoriasis (PS) and Paraprevotella?,NA
psoriasis (PS),Parabacteroides,"Analysing the genus level, the gut microbiota composition in psoriatic patients also showed many alterations. The number of Bacteroides was increased in 1 study [19] and decreased in 3/11 studies [18,20,24]. In addition, a decrease in the abundance of Paraprevotella genus was observed in 3/11 studies [20,22,24], as well as Parabacteroides genus [14,20,23]. The abundance of Faecalibacterium genus was increased in 3/11 studies [18,22,24] and decreased in 1 study [20]. Bifidobacterium genus showed an increase in 2/11 studies [20,22] and a decrease in 1 study [14]. 3/11 studies reported an increase in Blautia genus in psoriatic patients [20,22,24], while 2/11 studies indicated an increase in Ruminococcus and Colinsella genus [20,22]. ",What is the relationship between psoriasis (PS) and Parabacteroides?,NA
seizure,Bacteroides,"Zhang et al. sought the differences in the microbiota of pediatric patients fed a ketogenic diet [69]. They investigated the difference between responders (seizure frequency was reduced or stopped) and non-responders (no effect on seizure). They found increased amount of Bacteroides and decreased amounts in Firmicutes and Actinobacteria, in responders. On the other hand, Clostridia, Ruminococcus and Lachnospiraceae (Firmicutes phylum) increased in non-responders. These data demonstrated that ketogenic diet alters the gut microbiome of pediatric patients, suggesting that the gut microbiome should be taken into account as a biomarker of efficacy of anti-seizure treatment. ",What is the relationship between seizure and Bacteroides?,NA
seizure,Firmicutes,"Zhang et al. sought the differences in the microbiota of pediatric patients fed a ketogenic diet [69]. They investigated the difference between responders (seizure frequency was reduced or stopped) and non-responders (no effect on seizure). They found increased amount of Bacteroides and decreased amounts in Firmicutes and Actinobacteria, in responders. On the other hand, Clostridia, Ruminococcus and Lachnospiraceae (Firmicutes phylum) increased in non-responders. These data demonstrated that ketogenic diet alters the gut microbiome of pediatric patients, suggesting that the gut microbiome should be taken into account as a biomarker of efficacy of anti-seizure treatment. ",What is the relationship between seizure and Firmicutes?,NA
seizure,Actinobacteria,"Zhang et al. sought the differences in the microbiota of pediatric patients fed a ketogenic diet [69]. They investigated the difference between responders (seizure frequency was reduced or stopped) and non-responders (no effect on seizure). They found increased amount of Bacteroides and decreased amounts in Firmicutes and Actinobacteria, in responders. On the other hand, Clostridia, Ruminococcus and Lachnospiraceae (Firmicutes phylum) increased in non-responders. These data demonstrated that ketogenic diet alters the gut microbiome of pediatric patients, suggesting that the gut microbiome should be taken into account as a biomarker of efficacy of anti-seizure treatment. ",What is the relationship between seizure and Actinobacteria?,NA
seizure,Clostridia,"Zhang et al. sought the differences in the microbiota of pediatric patients fed a ketogenic diet [69]. They investigated the difference between responders (seizure frequency was reduced or stopped) and non-responders (no effect on seizure). They found increased amount of Bacteroides and decreased amounts in Firmicutes and Actinobacteria, in responders. On the other hand, Clostridia, Ruminococcus and Lachnospiraceae (Firmicutes phylum) increased in non-responders. These data demonstrated that ketogenic diet alters the gut microbiome of pediatric patients, suggesting that the gut microbiome should be taken into account as a biomarker of efficacy of anti-seizure treatment. ",What is the relationship between seizure and Clostridia?,NA
seizure,Ruminococcus,"Zhang et al. sought the differences in the microbiota of pediatric patients fed a ketogenic diet [69]. They investigated the difference between responders (seizure frequency was reduced or stopped) and non-responders (no effect on seizure). They found increased amount of Bacteroides and decreased amounts in Firmicutes and Actinobacteria, in responders. On the other hand, Clostridia, Ruminococcus and Lachnospiraceae (Firmicutes phylum) increased in non-responders. These data demonstrated that ketogenic diet alters the gut microbiome of pediatric patients, suggesting that the gut microbiome should be taken into account as a biomarker of efficacy of anti-seizure treatment. ",What is the relationship between seizure and Ruminococcus?,NA
